code,name,description,refreshed_at,from_date,to_date
GAS_CONSUM_D_ECU,Natural Gas Consumption - Daily Average - Ecuador,"Natural Gas Consumption - Daily Average - Ecuador. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_EGY,Natural Gas Consumption - Daily Average - Egypt,"Natural Gas Consumption - Daily Average - Egypt. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_ESP,Natural Gas Consumption - Daily Average - Spain,"Natural Gas Consumption - Daily Average - Spain. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_EST,Natural Gas Consumption - Daily Average - Estonia,"Natural Gas Consumption - Daily Average - Estonia. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_DEU,Natural Gas Consumption - Germany,"Natural Gas Consumption - Germany. Billion Cubic Metres. As far as possible, the data represents standard cubic metres (measured at 15oC and 1013 mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_EUR,Natural Gas Consumption - Daily Average - Total Europe,"Natural Gas Consumption - Daily Average - Total Europe. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_FIN,Natural Gas Consumption - Daily Average - Finland,"Natural Gas Consumption - Daily Average - Finland. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_FRA,Natural Gas Consumption - Daily Average - France,"Natural Gas Consumption - Daily Average - France. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_GBR,Natural Gas Consumption - Daily Average - United Kingdom,"Natural Gas Consumption - Daily Average - United Kingdom. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_GRC,Natural Gas Consumption - Daily Average - Greece,"Natural Gas Consumption - Daily Average - Greece. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_HKG,Natural Gas Consumption - Daily Average - China Hong Kong SAR,"Natural Gas Consumption - Daily Average - China Hong Kong SAR. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_HRV,Natural Gas Consumption - Daily Average - Croatia,"Natural Gas Consumption - Daily Average - Croatia. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_HUN,Natural Gas Consumption - Daily Average - Hungary,"Natural Gas Consumption - Daily Average - Hungary. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_IDN,Natural Gas Consumption - Daily Average - Indonesia,"Natural Gas Consumption - Daily Average - Indonesia. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_IND,Natural Gas Consumption - Daily Average - India,"Natural Gas Consumption - Daily Average - India. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_IRL,Natural Gas Consumption - Daily Average - Ireland,"Natural Gas Consumption - Daily Average - Ireland. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_IRN,Natural Gas Consumption - Daily Average - Iran,"Natural Gas Consumption - Daily Average - Iran. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_IRQ,Natural Gas Consumption - Daily Average - Iraq,"Natural Gas Consumption - Daily Average - Iraq. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_ISL,Natural Gas Consumption - Daily Average - Iceland,"Natural Gas Consumption - Daily Average - Iceland. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_ISR,Natural Gas Consumption - Daily Average - Israel,"Natural Gas Consumption - Daily Average - Israel. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_ITA,Natural Gas Consumption - Daily Average - Italy,"Natural Gas Consumption - Daily Average - Italy. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_JPN,Natural Gas Consumption - Daily Average - Japan,"Natural Gas Consumption - Daily Average - Japan. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_KAZ,Natural Gas Consumption - Daily Average - Kazakhstan,"Natural Gas Consumption - Daily Average - Kazakhstan. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1985,31-12-2019
GAS_CONSUM_D_KOR,Natural Gas Consumption - Daily Average - South Korea,"Natural Gas Consumption - Daily Average - South Korea. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_KWT,Natural Gas Consumption - Daily Average - Kuwait,"Natural Gas Consumption - Daily Average - Kuwait. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_LKA,Natural Gas Consumption - Daily Average - Sri Lanka,"Natural Gas Consumption - Daily Average - Sri Lanka. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_LTU,Natural Gas Consumption - Daily Average - Lithuania,"Natural Gas Consumption - Daily Average - Lithuania. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_LUX,Natural Gas Consumption - Daily Average - Luxembourg,"Natural Gas Consumption - Daily Average - Luxembourg. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_LVA,Natural Gas Consumption - Daily Average - Latvia,"Natural Gas Consumption - Daily Average - Latvia. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_MAR,Natural Gas Consumption - Daily Average - Morocco,"Natural Gas Consumption - Daily Average - Morocco. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_MEX,Natural Gas Consumption - Daily Average - Mexico,"Natural Gas Consumption - Daily Average - Mexico. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-01-2019 15:14,31-12-1965,31-12-2017
GAS_CONSUM_D_MIDE,Natural Gas Consumption - Daily Average - Total Middle East,"Natural Gas Consumption - Daily Average - Total Middle East. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_MKD,Natural Gas Consumption - Daily Average - Macedonia,"Natural Gas Consumption - Daily Average - Macedonia. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-01-2019 15:14,31-12-1965,31-12-2017
GAS_CONSUM_D_MYS,Natural Gas Consumption - Daily Average - Malaysia,"Natural Gas Consumption - Daily Average - Malaysia. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_DNK,Natural Gas Consumption - Denmark,"Natural Gas Consumption - Denmark. Billion Cubic Metres. As far as possible, the data represents standard cubic metres (measured at 15oC and 1013 mbar); as they are derived directly from tonnes of oil equivalent using an average conversion factor, they do not necessarily equate with gas volumes expressed in specific national terms. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_NLD,Natural Gas Consumption - Daily Average - Netherlands,"Natural Gas Consumption - Daily Average - Netherlands. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_NOAM,Natural Gas Consumption - Daily Average - Total North America,"Natural Gas Consumption - Daily Average - Total North America. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_NOR,Natural Gas Consumption - Daily Average - Norway,"Natural Gas Consumption - Daily Average - Norway. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_NZL,Natural Gas Consumption - Daily Average - New Zealand,"Natural Gas Consumption - Daily Average - New Zealand. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_OAFR,Natural Gas Consumption - Daily Average - Other Africa,"Natural Gas Consumption - Daily Average - Other Africa. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-09-2018 04:06,31-12-1965,31-12-2016
GAS_CONSUM_D_OASP,Natural Gas Consumption - Daily Average - Other Asia Pacific,"Natural Gas Consumption - Daily Average - Other Asia Pacific. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_OEUE,Natural Gas Consumption - Daily Average - Other Europe & Eurasia,"Natural Gas Consumption - Daily Average - Other Europe & Eurasia. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-09-2018 04:06,31-12-1965,31-12-2016
GAS_CONSUM_D_OMDE,Natural Gas Consumption - Daily Average - Other Middle East,"Natural Gas Consumption - Daily Average - Other Middle East. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_OMN,Natural Gas Consumption - Daily Average - Oman,"Natural Gas Consumption - Daily Average - Oman. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_OSCA,Natural Gas Consumption - Daily Average - Other S. & Cent. America,"Natural Gas Consumption - Daily Average - Other S. & Cent. America. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-09-2018 04:06,31-12-1965,31-12-2016
GAS_CONSUM_D_PAK,Natural Gas Consumption - Daily Average - Pakistan,"Natural Gas Consumption - Daily Average - Pakistan. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_PER,Natural Gas Consumption - Daily Average - Peru,"Natural Gas Consumption - Daily Average - Peru. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_PHL,Natural Gas Consumption - Daily Average - Philippines,"Natural Gas Consumption - Daily Average - Philippines. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_POL,Natural Gas Consumption - Daily Average - Poland,"Natural Gas Consumption - Daily Average - Poland. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_PRT,Natural Gas Consumption - Daily Average - Portugal,"Natural Gas Consumption - Daily Average - Portugal. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_QAT,Natural Gas Consumption - Daily Average - Qatar,"Natural Gas Consumption - Daily Average - Qatar. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
GAS_CONSUM_D_ROU,Natural Gas Consumption - Daily Average - Romania,"Natural Gas Consumption - Daily Average - Romania. Billion cubic feet per day. The difference between these world consumption figures and the world production statistics is due to variations in stocks at storage facilities and liquefaction plants, together with unavoidable disparities in the definition, measurement or conversion of gas supply and demand data. As the data above are derived from tonnes oil equivalent using average conversion factors, they do not necessarily equate with gas volumes expressed in specific national terms. Annual changes and shares of total are calculated in million tonnes of oil equilevent figures. Growth rates are adjusted for leap years.",22-05-2021 04:00,31-12-1965,31-12-2019
